po_id,supplier_id,warehouse_id,employee_id,order_date,expected_delivery_date,actual_delivery_date,status
460,31,8,142,2026-04-09,2026-04-29,2026-04-27,received
461,16,2,229,2023-02-22,2023-03-11,2023-03-21,received
462,28,5,74,2023-02-28,2023-03-05,2023-03-10,received
463,93,1,235,2023-10-03,2023-10-16,2023-10-16,received
464,54,10,245,2024-10-28,2024-11-12,2024-11-16,received
465,51,9,15,2024-08-18,2024-08-25,2024-08-31,received
466,57,3,166,2025-08-15,2025-08-22,2025-08-21,received
467,30,6,177,2026-03-17,2026-04-04,2026-04-06,received
468,9,7,109,2024-04-19,2024-04-26,2024-05-04,received
469,48,2,121,2025-08-27,2025-09-07,2025-09-09,received
470,65,2,280,2026-05-28,2026-06-02,2026-06-01,received
471,100,8,3,2025-08-19,2025-08-27,2025-08-25,received
472,100,5,155,2023-03-02,2023-03-17,,cancelled
473,13,2,40,2025-10-29,2025-11-08,2025-11-12,received
474,3,1,79,2025-01-20,2025-02-10,2025-02-17,received
475,41,10,289,2023-06-25,2023-07-15,,shipped
476,15,9,184,2026-07-22,2026-08-09,2026-08-11,received
477,33,8,30,2023-01-16,2023-01-28,2023-01-27,received
478,48,1,86,2024-09-23,2024-09-30,2024-10-10,received
479,91,7,67,2025-06-07,2025-06-15,,pending
480,58,6,114,2025-06-01,2025-06-18,2025-06-26,received
481,99,2,141,2023-03-31,2023-04-17,2023-04-26,received
482,22,9,97,2025-03-29,2025-04-10,2025-04-17,received
483,27,9,263,2025-03-19,2025-04-06,,cancelled
484,59,6,298,2024-02-07,2024-02-22,2024-03-01,received
485,86,9,12,2023-03-21,2023-04-08,2023-04-13,received
486,40,8,184,2026-06-29,2026-07-12,2026-07-14,received
487,93,5,113,2026-07-09,2026-07-24,2026-08-03,received
488,55,2,102,2024-05-10,2024-05-18,2024-05-17,received
489,13,4,225,2024-01-10,2024-01-29,,shipped
490,85,4,106,2025-05-03,2025-05-21,2025-05-23,received
491,44,4,237,2025-02-18,2025-03-06,2025-03-14,received
492,96,9,198,2023-04-27,2023-05-13,2023-05-12,received
493,99,5,215,2025-03-10,2025-03-19,2025-03-17,received
494,22,3,1,2024-04-13,2024-04-27,2024-05-07,received
495,19,9,269,2023-12-01,2023-12-20,2023-12-27,received
496,68,8,184,2023-12-13,2023-12-27,2023-12-26,received
497,65,1,88,2023-10-31,2023-11-19,2023-11-21,received
498,19,3,249,2026-02-06,2026-02-17,,pending
499,54,4,36,2024-08-21,2024-09-03,,pending
500,9,2,51,2026-02-08,2026-02-25,2026-03-02,received
501,68,9,261,2025-11-10,2025-11-15,,cancelled
502,34,9,243,2025-05-26,2025-06-16,2025-06-19,received
503,37,2,234,2024-06-24,2024-07-10,2024-07-10,received
504,73,2,219,2023-09-06,2023-09-19,2023-09-19,received
505,78,6,197,2025-11-13,2025-11-28,2025-11-26,received
506,65,5,137,2026-02-12,2026-02-22,,cancelled
507,77,9,192,2023-01-26,2023-02-12,,pending
508,71,5,226,2024-08-18,2024-09-01,2024-09-05,received
509,69,2,249,2025-04-17,2025-05-03,2025-05-11,received
510,1,9,91,2025-02-11,2025-03-01,2025-03-09,received
511,17,1,286,2025-03-03,2025-03-08,2025-03-07,received
512,23,2,263,2025-10-13,2025-10-21,,shipped
513,80,1,84,2024-06-16,2024-07-04,2024-07-09,received
514,90,8,292,2023-02-03,2023-02-20,2023-02-21,received
515,92,5,224,2023-01-26,2023-02-06,2023-02-05,received
516,79,7,142,2024-01-27,2024-02-17,2024-02-18,received
517,78,4,39,2024-01-30,2024-02-11,2024-02-12,received
518,81,7,240,2023-08-31,2023-09-05,2023-09-03,received
519,76,7,194,2024-01-27,2024-02-14,,cancelled
520,81,10,150,2024-05-11,2024-05-30,2024-06-03,received
521,6,2,285,2023-07-03,2023-07-12,,shipped
522,24,2,253,2024-08-29,2024-09-03,2024-09-08,received
523,35,9,106,2026-07-06,2026-07-15,2026-07-25,received
524,41,4,198,2023-02-08,2023-02-20,2023-02-21,received
525,48,2,95,2024-09-13,2024-09-27,2024-09-30,received
526,90,7,205,2024-11-18,2024-11-30,2024-12-10,received
527,99,2,188,2024-07-06,2024-07-18,,pending
528,9,9,279,2024-06-26,2024-07-10,2024-07-16,received
529,65,6,254,2025-10-21,2025-11-03,,cancelled
530,64,6,247,2024-05-14,2024-06-03,2024-06-01,received
531,2,9,173,2024-09-02,2024-09-22,2024-09-26,received
532,93,4,224,2025-01-13,2025-01-30,,shipped
533,96,6,75,2024-10-26,2024-11-11,2024-11-13,received
534,46,10,233,2024-10-24,2024-11-06,2024-11-11,received
535,87,7,275,2023-04-23,2023-05-14,2023-05-14,received
536,59,8,113,2026-05-16,2026-05-25,2026-05-28,received
537,18,5,231,2025-03-19,2025-04-01,,shipped
538,29,6,210,2023-08-06,2023-08-26,2023-08-31,received
539,62,6,171,2025-04-17,2025-05-07,2025-05-13,received
540,95,2,12,2023-12-02,2023-12-15,,shipped
541,80,2,140,2025-07-23,2025-08-01,2025-07-31,received
542,76,7,17,2024-03-16,2024-04-04,,shipped
543,27,7,222,2025-05-07,2025-05-26,,shipped
544,18,5,259,2024-03-28,2024-04-16,2024-04-17,received
545,86,8,141,2023-08-22,2023-09-07,2023-09-12,received
546,42,5,230,2025-04-24,2025-05-09,2025-05-19,received
547,15,9,89,2025-09-12,2025-09-26,2025-10-02,received
548,41,5,11,2023-04-21,2023-05-10,2023-05-11,received
549,25,6,83,2026-01-01,2026-01-14,,cancelled
550,94,8,182,2023-07-23,2023-08-05,2023-08-07,received
551,26,3,70,2023-12-24,2024-01-14,2024-01-16,received
552,14,1,261,2024-06-18,2024-06-27,2024-06-27,received
553,68,8,31,2026-07-29,2026-08-10,2026-08-20,received
554,12,4,9,2026-03-05,2026-03-14,2026-03-22,received
555,79,3,267,2023-04-13,2023-04-19,2023-04-22,received
556,70,3,68,2025-12-24,2025-12-30,2026-01-03,received
557,2,9,134,2024-06-11,2024-06-16,2024-06-23,received
558,24,1,269,2023-07-06,2023-07-22,2023-07-24,received
559,92,4,41,2024-10-02,2024-10-10,,shipped
560,87,9,91,2025-03-04,2025-03-13,2025-03-12,received
561,63,10,298,2025-05-24,2025-06-14,,cancelled
562,50,10,268,2024-01-09,2024-01-25,2024-01-25,received
563,26,3,224,2024-05-01,2024-05-20,2024-05-25,received
564,36,4,161,2024-08-28,2024-09-08,2024-09-06,received
565,42,3,125,2023-01-02,2023-01-08,2023-01-10,received
566,62,4,114,2024-03-10,2024-03-24,2024-03-26,received
567,100,10,134,2023-03-25,2023-04-08,2023-04-10,received
568,83,3,69,2023-07-24,2023-08-07,2023-08-14,received
569,93,3,127,2024-10-20,2024-11-06,2024-11-13,received
570,25,3,200,2025-05-06,2025-05-16,2025-05-22,received
571,70,6,164,2024-02-27,2024-03-19,2024-03-22,received
572,25,10,176,2024-01-12,2024-02-01,2024-02-09,received
573,34,8,250,2025-01-26,2025-02-04,2025-02-11,received
574,72,5,190,2024-12-01,2024-12-12,2024-12-12,received
575,31,6,143,2025-10-04,2025-10-09,2025-10-15,received
576,42,6,197,2026-04-19,2026-05-07,2026-05-13,received
577,6,6,120,2025-01-21,2025-01-31,,shipped
578,32,9,110,2025-07-22,2025-08-02,2025-08-09,received
579,3,4,99,2025-05-24,2025-05-29,2025-06-06,received
580,92,10,135,2025-04-06,2025-04-26,2025-04-27,received
581,6,2,191,2023-05-20,2023-06-02,2023-06-03,received
582,29,2,158,2023-05-27,2023-06-08,2023-06-10,received
583,79,6,261,2023-04-30,2023-05-08,,pending
584,53,4,46,2026-02-25,2026-03-05,2026-03-03,received
585,35,5,236,2023-06-28,2023-07-07,2023-07-11,received
586,95,7,222,2025-11-26,2025-12-16,2025-12-16,received
587,96,8,105,2025-07-03,2025-07-16,2025-07-23,received
588,9,10,250,2023-09-08,2023-09-14,2023-09-15,received
589,57,3,256,2025-07-21,2025-07-28,2025-07-29,received
590,51,7,6,2025-12-23,2025-12-29,2025-12-31,received
591,28,7,225,2023-12-08,2023-12-14,,pending
592,25,3,79,2026-05-07,2026-05-23,,shipped
593,25,2,197,2023-07-15,2023-07-28,2023-08-04,received
594,41,9,104,2023-09-24,2023-10-08,2023-10-15,received
595,12,2,252,2024-09-18,2024-09-29,2024-10-07,received
596,67,9,51,2025-05-05,2025-05-14,2025-05-20,received
597,7,1,170,2025-05-06,2025-05-17,2025-05-23,received
598,67,4,272,2024-07-02,2024-07-15,,cancelled
599,39,3,228,2024-04-05,2024-04-14,,shipped
600,45,10,144,2024-11-10,2024-11-17,2024-11-18,received
601,96,1,187,2026-07-27,2026-08-12,2026-08-20,received
602,84,4,172,2023-07-12,2023-07-19,2023-07-17,received
603,76,3,216,2023-01-21,2023-02-06,2023-02-06,received
604,34,10,248,2025-04-17,2025-05-04,2025-05-14,received
605,17,8,19,2024-01-18,2024-02-05,2024-02-09,received
606,20,9,123,2024-07-08,2024-07-28,,shipped
607,40,5,68,2023-07-21,2023-07-30,2023-07-31,received
608,13,4,6,2025-07-31,2025-08-15,2025-08-21,received
609,28,2,134,2026-07-04,2026-07-21,,pending
610,88,10,13,2026-04-19,2026-04-25,,cancelled
611,68,1,48,2023-02-07,2023-02-17,2023-02-25,received
612,40,7,115,2023-10-14,2023-10-22,2023-10-22,received
613,30,8,268,2023-10-16,2023-11-06,2023-11-06,received
614,15,9,64,2023-09-15,2023-10-02,,pending
615,27,1,169,2024-09-29,2024-10-13,2024-10-22,received
616,28,7,168,2026-02-10,2026-02-23,2026-02-27,received
617,50,8,53,2023-11-22,2023-11-29,2023-12-03,received
618,37,8,7,2023-11-27,2023-12-14,2023-12-14,received
619,1,4,35,2024-01-15,2024-02-05,2024-02-04,received
620,36,3,84,2024-10-29,2024-11-04,2024-11-02,received
621,13,5,105,2023-04-01,2023-04-13,2023-04-23,received
622,72,3,48,2026-02-28,2026-03-20,2026-03-24,received
623,14,10,216,2023-08-21,2023-09-07,2023-09-08,received
624,46,7,101,2026-02-18,2026-02-25,2026-02-24,received
625,83,5,17,2026-04-12,2026-04-29,2026-04-28,received
626,84,5,149,2023-11-22,2023-12-04,2023-12-13,received
627,61,8,240,2025-11-07,2025-11-26,2025-11-30,received
628,61,1,134,2023-06-03,2023-06-18,2023-06-24,received
629,37,6,83,2023-05-31,2023-06-11,2023-06-13,received
630,42,8,263,2023-02-17,2023-03-05,2023-03-06,received
631,68,3,81,2023-03-21,2023-03-27,2023-03-31,received
632,37,5,67,2023-05-26,2023-06-16,2023-06-18,received
633,40,6,114,2024-05-11,2024-05-22,2024-05-30,received
634,2,6,167,2023-11-15,2023-12-02,2023-12-03,received
635,77,5,212,2025-02-11,2025-03-01,2025-03-01,received
636,33,5,180,2024-01-07,2024-01-16,2024-01-26,received
637,41,2,71,2025-09-23,2025-10-06,2025-10-13,received
638,88,1,200,2024-08-02,2024-08-22,,cancelled
639,81,2,277,2024-12-31,2025-01-21,2025-01-30,received
640,23,10,47,2023-10-02,2023-10-18,2023-10-24,received
641,31,6,5,2023-02-26,2023-03-04,,shipped
642,54,6,180,2025-05-21,2025-06-08,,shipped
643,43,7,223,2023-10-11,2023-10-16,2023-10-18,received
644,30,3,22,2024-02-09,2024-02-25,2024-03-06,received
645,14,9,274,2025-03-08,2025-03-25,2025-03-28,received
646,55,8,14,2025-09-01,2025-09-14,2025-09-13,received
647,63,4,252,2024-04-23,2024-05-09,2024-05-16,received
648,97,7,60,2025-08-30,2025-09-16,2025-09-17,received
649,95,5,39,2025-02-24,2025-03-08,2025-03-18,received
650,82,4,75,2024-02-22,2024-03-11,2024-03-12,received
651,56,7,83,2024-09-20,2024-10-05,,cancelled
652,84,4,91,2025-09-19,2025-10-09,2025-10-13,received
653,37,3,266,2025-12-19,2026-01-06,,cancelled
654,26,2,197,2025-01-24,2025-02-09,2025-02-19,received
655,51,9,26,2025-01-21,2025-01-28,2025-02-07,received
656,30,9,181,2023-12-16,2023-12-22,2023-12-27,received
657,13,8,108,2025-03-30,2025-04-12,,shipped
658,86,4,118,2024-04-25,2024-05-13,2024-05-19,received
659,46,2,172,2023-06-02,2023-06-11,2023-06-12,received
660,12,8,11,2025-07-29,2025-08-16,2025-08-14,received
661,12,2,13,2026-05-25,2026-06-12,,shipped
662,28,1,115,2025-01-31,2025-02-10,2025-02-18,received
663,100,5,161,2026-05-10,2026-05-17,2026-05-16,received
664,39,5,268,2023-07-28,2023-08-18,2023-08-18,received
665,99,6,282,2023-02-23,2023-03-03,2023-03-09,received
666,16,10,297,2023-09-06,2023-09-14,2023-09-15,received
667,95,4,61,2025-07-17,2025-07-28,2025-08-06,received
668,41,8,185,2026-01-23,2026-02-09,2026-02-16,received
669,14,1,292,2023-05-13,2023-06-02,2023-05-31,received
670,31,6,54,2026-04-01,2026-04-07,2026-04-14,received
671,72,9,134,2024-05-27,2024-06-04,2024-06-06,received
672,19,1,199,2024-09-11,2024-09-21,,cancelled
673,17,6,213,2024-08-04,2024-08-18,,shipped
674,61,8,179,2023-12-09,2023-12-23,2024-01-01,received
675,99,8,4,2025-12-20,2026-01-07,2026-01-06,received
676,13,2,186,2026-04-26,2026-05-12,2026-05-21,received
677,21,6,279,2026-06-08,2026-06-13,2026-06-15,received
678,64,3,215,2026-05-31,2026-06-20,2026-06-24,received
679,74,8,6,2023-07-17,2023-07-24,2023-07-31,received
680,11,7,71,2026-03-06,2026-03-19,,pending
681,5,2,283,2025-02-18,2025-03-02,2025-03-04,received
682,39,6,189,2025-07-29,2025-08-14,,cancelled
683,41,2,21,2026-06-29,2026-07-04,2026-07-10,received
684,90,6,19,2025-10-30,2025-11-13,2025-11-16,received
685,60,10,128,2025-12-10,2025-12-19,2025-12-22,received
686,25,7,236,2024-01-23,2024-02-11,2024-02-15,received
687,76,6,7,2023-08-01,2023-08-11,,shipped
688,14,6,180,2025-09-15,2025-09-29,2025-10-02,received
689,58,7,185,2025-09-02,2025-09-08,2025-09-16,received
690,6,10,285,2025-12-07,2025-12-15,2025-12-15,received
691,45,2,180,2025-02-13,2025-02-27,2025-02-26,received
692,40,9,192,2024-12-29,2025-01-12,,pending
693,10,9,65,2026-05-20,2026-05-30,2026-05-30,received
694,26,8,35,2025-02-19,2025-03-01,2025-03-11,received
695,99,9,267,2024-10-31,2024-11-14,,pending
696,1,3,237,2025-05-19,2025-05-25,2025-06-01,received
697,13,7,54,2026-02-16,2026-02-23,2026-02-21,received
698,31,10,38,2023-01-10,2023-01-22,2023-01-27,received
699,70,5,232,2023-01-01,2023-01-22,2023-02-01,received
700,25,3,159,2026-01-06,2026-01-19,2026-01-29,received
701,94,2,169,2026-07-15,2026-07-27,2026-07-30,received
702,91,4,85,2026-03-03,2026-03-11,2026-03-21,received
703,23,9,103,2024-02-23,2024-03-01,2024-03-06,received
704,93,2,253,2025-06-03,2025-06-11,2025-06-15,received
705,61,1,161,2023-03-24,2023-04-05,2023-04-12,received
706,50,3,216,2024-08-10,2024-08-27,2024-08-28,received
707,65,2,124,2023-12-15,2023-12-27,2024-01-03,received
708,62,9,292,2023-07-22,2023-08-12,2023-08-21,received
709,82,8,299,2026-05-25,2026-05-31,,pending
710,63,5,226,2023-03-16,2023-03-23,2023-03-25,received
711,24,1,55,2026-02-14,2026-02-23,2026-03-03,received
712,70,6,223,2023-06-17,2023-07-07,2023-07-12,received
713,55,6,229,2023-01-02,2023-01-12,,pending
714,82,8,298,2025-11-18,2025-11-27,2025-12-03,received
715,62,8,298,2026-02-24,2026-03-04,,shipped
716,32,10,176,2023-04-26,2023-05-10,2023-05-09,received
717,16,1,267,2024-02-14,2024-02-24,,cancelled
718,40,8,199,2025-11-27,2025-12-17,2025-12-18,received
719,75,5,97,2025-11-15,2025-11-30,2025-12-09,received
720,51,7,83,2025-06-02,2025-06-22,2025-06-30,received
721,12,7,275,2024-03-17,2024-04-03,,cancelled
722,46,4,236,2026-04-18,2026-05-05,2026-05-10,received
723,26,1,180,2023-03-26,2023-04-15,2023-04-20,received
724,18,8,237,2026-04-16,2026-04-29,2026-05-08,received
725,40,4,68,2025-10-23,2025-11-05,,shipped
726,75,5,69,2024-10-02,2024-10-21,2024-10-23,received
727,38,5,271,2025-12-09,2025-12-26,2025-12-25,received
728,93,7,182,2025-09-07,2025-09-13,2025-09-14,received
729,6,5,214,2024-01-27,2024-02-02,,pending
730,74,4,300,2024-10-21,2024-11-10,2024-11-19,received
731,73,10,267,2026-03-15,2026-03-24,2026-04-01,received
732,29,10,235,2023-10-15,2023-11-02,2023-11-07,received
733,80,2,273,2023-02-15,2023-02-20,2023-03-02,received
734,78,6,168,2025-01-06,2025-01-27,2025-01-27,received
735,98,7,238,2025-08-18,2025-08-24,2025-09-01,received
736,48,7,253,2025-06-27,2025-07-13,2025-07-15,received
737,95,8,49,2025-12-04,2025-12-13,2025-12-11,received
738,63,10,246,2024-04-04,2024-04-17,2024-04-26,received
739,21,1,35,2023-12-02,2023-12-19,2023-12-27,received
740,27,8,298,2025-10-28,2025-11-14,2025-11-18,received
741,44,5,51,2025-01-11,2025-01-27,2025-01-25,received
742,69,1,46,2025-04-13,2025-05-03,2025-05-09,received
743,35,9,91,2025-07-27,2025-08-13,2025-08-21,received
744,27,8,253,2026-03-10,2026-03-19,,pending
745,61,3,39,2024-07-01,2024-07-22,,pending
746,75,1,20,2024-06-12,2024-06-23,2024-06-28,received
747,75,4,228,2024-05-23,2024-06-13,2024-06-21,received
748,29,9,238,2026-02-25,2026-03-12,2026-03-20,received
749,8,7,251,2026-07-29,2026-08-05,2026-08-10,received
750,59,10,281,2025-12-18,2026-01-01,2026-01-10,received
751,1,1,95,2024-03-01,2024-03-19,2024-03-21,received
752,92,8,195,2026-05-01,2026-05-11,2026-05-18,received
753,39,7,122,2025-05-09,2025-05-24,,cancelled
754,90,10,217,2024-11-25,2024-12-10,2024-12-15,received
755,22,9,245,2023-06-07,2023-06-15,2023-06-16,received
756,56,1,143,2025-08-26,2025-09-08,2025-09-12,received
757,28,7,267,2024-11-17,2024-12-04,2024-12-08,received
758,65,8,117,2023-11-25,2023-12-03,,cancelled
759,54,7,79,2025-09-22,2025-10-03,2025-10-08,received
760,3,5,267,2024-01-19,2024-02-05,2024-02-08,received
761,40,1,133,2025-11-03,2025-11-10,2025-11-11,received
762,92,1,269,2025-11-10,2025-11-17,2025-11-19,received
763,52,5,299,2024-11-18,2024-11-26,2024-11-25,received
764,12,5,238,2025-11-26,2025-12-09,2025-12-19,received
765,68,3,275,2023-11-11,2023-11-29,2023-12-07,received
766,1,7,78,2023-09-28,2023-10-07,,pending
767,7,1,133,2025-04-20,2025-04-28,,pending
768,44,4,54,2023-06-23,2023-07-13,,shipped
769,1,9,40,2023-05-06,2023-05-16,2023-05-22,received
770,57,3,188,2023-08-06,2023-08-20,,pending
771,40,1,148,2026-06-19,2026-06-24,2026-06-30,received
772,44,3,43,2025-02-08,2025-02-19,,cancelled
773,51,8,174,2024-10-04,2024-10-20,2024-10-21,received
774,95,7,60,2025-12-22,2026-01-06,2026-01-10,received
775,12,4,182,2024-05-07,2024-05-22,2024-05-30,received
776,11,4,82,2024-05-19,2024-05-26,2024-06-03,received
777,78,3,61,2025-01-12,2025-01-25,2025-02-04,received
778,97,2,53,2024-04-29,2024-05-14,,pending
779,99,2,261,2023-03-20,2023-04-05,2023-04-09,received
780,14,1,299,2025-06-20,2025-07-04,2025-07-04,received
781,36,1,93,2024-10-15,2024-11-02,2024-11-04,received
782,85,7,268,2024-01-19,2024-02-08,2024-02-17,received
783,10,4,226,2025-11-21,2025-11-26,2025-11-28,received
784,10,2,132,2025-02-15,2025-02-27,2025-02-27,received
785,33,2,178,2026-05-06,2026-05-13,,cancelled
786,3,4,52,2026-07-25,2026-08-05,2026-08-03,received
787,54,2,288,2023-08-19,2023-08-30,2023-09-05,received
788,39,2,98,2025-12-01,2025-12-19,2025-12-18,received
789,13,8,71,2026-07-24,2026-07-31,,cancelled
790,48,8,134,2026-05-27,2026-06-02,2026-06-01,received
791,1,8,226,2025-01-19,2025-02-04,2025-02-06,received
792,75,3,101,2024-08-05,2024-08-10,2024-08-11,received
793,100,8,179,2023-06-07,2023-06-15,,pending
794,82,9,76,2024-03-14,2024-03-20,2024-03-19,received
795,55,6,232,2025-09-21,2025-09-26,2025-09-24,received
796,3,6,144,2023-08-16,2023-08-29,2023-09-02,received
797,86,9,169,2024-02-11,2024-03-03,2024-03-01,received
798,21,10,182,2025-01-13,2025-01-21,2025-01-31,received
799,58,7,175,2025-01-16,2025-02-06,2025-02-16,received
800,94,6,162,2024-08-31,2024-09-19,,pending
801,59,7,52,2025-05-22,2025-05-28,2025-05-29,received
802,79,2,104,2023-12-10,2023-12-28,2024-01-02,received
803,23,7,7,2024-01-28,2024-02-05,2024-02-12,received
804,48,7,10,2025-09-08,2025-09-28,,cancelled
805,67,3,184,2025-01-29,2025-02-15,2025-02-15,received
806,83,7,129,2025-02-07,2025-02-13,2025-02-22,received
807,85,8,6,2024-06-08,2024-06-22,2024-06-27,received
808,6,4,226,2025-01-27,2025-02-07,,shipped
809,71,9,54,2023-09-07,2023-09-20,2023-09-18,received
810,30,4,259,2023-08-21,2023-09-04,2023-09-13,received
811,42,8,63,2024-09-22,2024-09-30,,cancelled
812,1,1,64,2024-06-14,2024-06-20,2024-06-18,received
813,4,6,52,2023-02-16,2023-03-09,2023-03-17,received
814,75,1,241,2023-06-16,2023-06-24,,shipped
815,12,9,199,2025-09-11,2025-09-17,2025-09-24,received
816,55,8,208,2026-01-15,2026-01-29,,shipped
817,26,8,155,2023-06-08,2023-06-28,2023-06-28,received
818,33,9,118,2024-05-01,2024-05-12,2024-05-13,received
819,64,8,37,2025-01-30,2025-02-10,2025-02-09,received
820,7,7,123,2025-01-13,2025-02-03,2025-02-02,received
821,72,10,60,2026-04-09,2026-04-27,2026-04-25,received
822,28,1,129,2025-05-27,2025-06-02,,shipped
823,72,2,156,2025-12-06,2025-12-19,2025-12-27,received
824,5,3,297,2026-04-29,2026-05-20,,shipped
825,19,5,117,2024-03-21,2024-04-09,2024-04-13,received
826,21,8,259,2025-03-09,2025-03-17,2025-03-16,received
827,17,9,28,2024-10-19,2024-10-27,,shipped
828,83,10,4,2025-02-10,2025-02-20,,shipped
829,70,1,99,2023-01-27,2023-02-17,2023-02-19,received
830,19,5,93,2024-08-02,2024-08-13,2024-08-11,received
831,35,9,245,2024-03-06,2024-03-16,2024-03-21,received
832,61,4,48,2025-03-23,2025-04-09,2025-04-13,received
833,45,3,130,2025-02-12,2025-02-25,,shipped
834,54,6,229,2026-07-23,2026-08-09,2026-08-12,received
835,51,2,155,2025-06-25,2025-06-30,2025-06-29,received
836,83,9,140,2023-01-14,2023-01-21,2023-01-31,received
837,2,4,227,2025-04-11,2025-04-23,2025-05-02,received
838,14,8,33,2025-05-04,2025-05-23,,pending
839,37,3,244,2025-02-24,2025-03-17,2025-03-22,received
840,95,1,282,2025-08-07,2025-08-22,2025-08-21,received
841,20,7,135,2025-02-05,2025-02-20,2025-03-02,received
842,85,10,74,2024-09-25,2024-10-08,2024-10-15,received
843,81,4,217,2024-01-18,2024-01-27,2024-01-28,received
844,7,10,53,2025-02-13,2025-03-06,,pending
845,20,8,129,2026-06-06,2026-06-24,,shipped
846,49,2,86,2025-01-31,2025-02-18,2025-02-28,received
847,60,4,61,2025-06-28,2025-07-16,2025-07-25,received
848,58,7,288,2023-12-16,2023-12-29,,pending
849,15,7,222,2025-01-04,2025-01-20,2025-01-20,received
850,28,3,210,2024-08-14,2024-08-24,,pending
851,12,7,155,2024-11-06,2024-11-13,2024-11-14,received
852,63,2,60,2025-12-11,2025-12-18,,shipped
853,97,1,252,2025-05-30,2025-06-12,2025-06-22,received
854,38,2,286,2023-02-02,2023-02-13,2023-02-14,received
855,16,8,120,2025-08-23,2025-09-06,2025-09-04,received
856,5,5,51,2026-06-02,2026-06-21,2026-06-22,received
